author,belongsName,belongsId,content,displayTime,domain,editor,hasImg,hasVideo,id,imageUrl,inputTime,isDisclosed,isElited,isFixed,isOfficial,isRecommend,keyword,newsJson,originNodeRname,originUrl,originalName,originalType,pretitle,shorttitle,source,sourceId,contentId,sourcetitle,sourceType,subtitle,title,url,originName
本报记者  严  瑜,#国际#,"[""1002""]",为实现全球<em>气候</em>治理目标作贡献　　哈桑·达贾表示，中国不仅重信守诺，把应对气候变化作为实现高质量发展的新机遇，而且积极参与气候变化国际谈判，为完善全球<em>气候</em>治理和应对气候变化提供中国智慧和力量。　　11月15日，中美两国发表《关于加强合作应对<em>气候</em>危机的阳光之乡声明》。根据声明，中美两国致力于有效实施《巴黎协定》及其决定，包括格拉斯哥<em>气候</em>协议和沙姆沙伊赫实施计划。此外，两国决定启动“21世纪20年代强化<em>气候</em>行动工作组”，开展对话与合作，以加速21世纪20年代的具体<em>气候</em>行动。　　对此，美国《纽约时报》网站报道称，这项声明的达成正值关键时刻。在COP28召开前夕，中美共同发表的这项声明给全球应对<em>气候</em>危机的行动注入新动能。英国《金融时报》网站也将此视作全球<em>气候</em>政策取得进展的一个迹象。　　美国之音电台网站报道称，美国与中国决定启动“21世纪20年代强化<em>气候</em>行动工作组”并将加快两国可再生能源部署。这表明两国正在合力应对<em>气候</em>危机。,1701038038000,,岳弘彬,0,0,1000040126128,,1701038039000,,,,,,,,,http://paper.people.com.cn/rmrbhwb/html/2023-11/27/content_26028885.htm,,,,,1,40126128,40126128,,1,,应对<em>气候</em>变化，中国展现大国担当（国际论道）,http://world.people.com.cn/n1/2023/1127/c1002-40126128.html,人民网－人民日报海外版
,#深圳频道#科技#要闻#快讯#,"[""202846"",""235343"",""235382"",""351635""]",　　10月28日，2023深圳科技影视周暨第八届中国（深圳）国际<em>气候</em>影视大会在深圳开幕。本届大会主题为“<em>气候</em>行动，刻不容缓”，大会包括“龙华之夜——主题展映”、专业论坛、“绿见未来”影视作品评优盛典、《生物多样性，人类的财富》展览、公益展映和科普讲座等活动，以多种表现形式传播实现双碳目标的意义和举措作为影视周的重要组成板块，大会聚焦全球气候变化，通过影视这一艺术形式传播绿色发展理念，促进人与自然的和谐共生，助力美丽中国的建设，为世界<em>气候</em>治理提供了卓有成效的中国方案，也为传播气候变化相关科学知识，提高公民科技素养作出积极的贡献他表示，<em>气候</em>与影视的结合是一个创举，最重要的并不是评奖本身，而是评选出来的合适影片后续将为公众无偿播放，“送片上门”，8年来大会组委会共进行76部影片、近300场次的放映，覆盖60所学校和社区，线上放映观众人次达到近,1698536963000,,王星,0,0,2000040620522,,1698536963000,,,,,,,,,http://sztqb.sznews.com/PC/content/202310/29/content_3135881.html ,,,,,2,40620522,40620522,,1,,第八届中国（深圳）国际<em>气候</em>影视大会开幕,http://sz.people.com.cn/n2/2023/1029/c202846-40620522.html,深圳特区报
,#国际#滚动新闻#,"[""1002"",""157278""]",　　新华社迪拜12月2日电 新闻分析：损失与损害为何是联合国<em>气候</em>大会焦点议题　　新华社记者郭爽 罗晨 苏小坡　　《联合国气候变化框架公约》（以下简称《公约》）第二十八次缔约方大会（COP28）11月30损失与损害是联合国<em>气候</em>谈判中的常用术语，但《公约》并没有就其定义达成一致。损失与损害通常被理解为由于缺乏减缓和适应措施，或尽管采取了措施，气候变化仍带来的负面影响。2015年《巴黎协定》明确规定，无论是<em>气候</em>基金，还是适应资金，甚至是损失与损害基金，发达国家都有出资的责任和义务，发展中国家是自愿出资。损失与损害基金的受益方是发展中国家。　　比利时布鲁塞尔自由大学的<em>气候</em>金融研究员罗曼·魏克曼斯表示，发达国家“愿意为该基金投入多少钱还有待观察”。　　尽管国际社会对基金启动表示欢迎，不少发展中国家和脆弱国家地区代表认为，一些发达国家的<em>气候</em>承诺一直是“放空炮”。,1701651047000,,贾文婷,0,0,1000040131178,,1701651047000,,,,,,,,,http://www.news.cn/world/2023-12/03/c_1130006446.htm ,,,,,1,40131178,40131178,,1,,新闻分析：损失与损害为何是联合国<em>气候</em>大会焦点议题,http://world.people.com.cn/n1/2023/1204/c1002-40131178.html,新华网
,#吉林频道#,"[""349771""]",会议表彰了优秀在建项目，延吉低碳<em>气候</em>防御型健康城市项目荣获亚洲开发银行“2023年度最佳表现项目奖”。延吉市委常委、统战部部长李虎赴京参会，并上台领奖。低碳<em>气候</em>防御型健康城市项目自2013年设立以来，每两年评选一次，本次为第六届评奖活动，共77个在建项目参评。首轮项目评分环节共有32个项目入围，最终选出9个2023年度最佳表现贷款项目，延吉低碳<em>气候</em>防御型健康城市项目以总分第一的优异成绩获得此奖项。项目支持布尔哈通河及北侧城区的低碳、提升<em>气候</em>韧性，通过快速公交走廊整合城市中心、商业零售区、高铁站、政府机构、延边大学及其他公共设施，促进区域一体化。在亚行的支持与延吉市政府积极推动下，延吉低碳<em>气候</em>防御型健康城市项目实现了环境可持续性和具有竞争力的发展。,1720418822000,,姜迪,1,0,2000040904974,http://jl.people.com.cn/NMediaFile/2024/0708/LOCAL1720420388359RSYXRKNKPC.jpg,1720418823000,,,,,,,,,,,,,,2,40904974,40904974,,1,,延吉低碳<em>气候</em>防御型健康城市项目荣获亚洲开发银行“2023年度最佳表现项目奖”,http://jl.people.com.cn/n2/2024/0708/c349771-40904974.html,
,#国际#滚动新闻#非洲#,"[""1002"",""157278"",""42359""]",　　新华社内罗毕9月6日电（记者刘万利 李卓群）首届非洲<em>气候</em>峰会6日在肯尼亚首都内罗毕闭幕，会议通过《非洲领导人关于气候变化的内罗毕宣言及行动呼吁》（《内罗毕宣言》），呼吁发展中国家和发达国家携手降低温室气体排放同时，非洲国家领导人在宣言中强调，发达国家应信守承诺，兑现向发展中国家作出的相关<em>气候</em>出资承诺。联合国秘书长古特雷斯也在峰会上发言说，发达国家“必须兑现其承诺”。　　此次峰会的主题为“推动绿色增长，为非洲和世界提供<em>气候</em>融资解决方案”。20多位非洲国家元首和政府首脑、国际组织负责人以及数千名政府官员、学者等参会。,1694049170000,,贾文婷,0,0,1000040072524,,1694049170000,,,,,,,,,http://www.news.cn/world/2023-09/06/c_1129849243.htm ,,,,,1,40072524,40072524,,1,,首届非洲<em>气候</em>峰会通过《内罗毕宣言》,http://world.people.com.cn/n1/2023/0907/c1002-40072524.html,新华网
,#海南新闻#编辑稿件统计#海南自由贸易港#经济民生#蒋成柳#最新动态#政府动态#,"[""231190"",""337571"",""386152"",""231809"",""337582"",""386301"",""386320""]",12月18日，海南省<em>气候</em>治疗和<em>气候</em>康养专业研讨会在海口召开。省委书记沈晓明出席并致辞，省政协主席毛万春主持会议。沈晓明表示，海南既有绿水青山、碧海蓝天、阳光<em>气候</em>等一流的生态环境，也有高净值游客多、医疗旅游市场稳定等旅游资源，谋划和推进<em>气候</em>治疗和<em>气候</em>康养，既是落实“绿水青山就是金山银山”理念的生动实践，也是推动海南四大主导产业发展的务实举措要坚持规划先行、配套支持政策，成立行业协会、加强企业自律，坚持市场机制、创新商业模式，坚持学术引领、强化技术支撑，建立跨学科联合机制，推动<em>气候</em>治疗和<em>气候</em>康养产业高质量发展，让老百姓身在宝山硕果累累。中国工程院副院长、中国工程院院士王辰，以及来自医疗、林业和<em>气候</em>等领域的专家，围绕推行全健康理念、<em>气候</em>治疗慢病的前景与挑战、医康养产业发展等作主旨发言并展开交流探讨。 会议以线上线下相结合的方式召开。,1671407764000,,蒋成柳,0,0,2000040235958,,1671407764000,,,,,,,,,http://hnrb.hinews.cn/html/2022-12/19/content_58464_15621490.htm ,,,,,2,40235958,40235958,,1,沈晓明致辞 毛万春主持,海南省<em>气候</em>治疗和<em>气候</em>康养专业研讨会召开,http://hi.people.com.cn/n2/2022/1219/c231190-40235958.html,海南日报
崔 妍,#人民时评#,"[""195196""]",硬板票、软纸票、磁介质票……展柜里的一张张车票见证铁路交通的发展<em>变迁</em>。近年来，“无纸化”便捷出行逐渐普及，目前内地高铁和城铁已实现电子客票全覆盖。火车票的<em>变迁</em>史，也是乘客出行体验不断改善的过程。,1673228046000,,李淑静,0,0,2000040259268,,1673228046000,,,,,,,,,,,,,,2,40259268,40259268,,1,,小小火车票见证时代大<em>变迁</em>（微观）,http://hn.people.com.cn/n2/2023/0109/c195196-40259268.html,人民网－人民日报
,#四川频道#时政#,"[""345167"",""345460""]",在黄河水滋养下，黄河三角洲正在发生可喜的绿色<em>变迁</em>。  黄河与黄河三角洲湿地。,1688953971000,,罗昱,1,0,2000040487855,http://sc.people.com.cn/mediafile/pic/20230710/61/16837313604337475009.jpg,1688953971000,,,,,,,,,http://www.news.cn/politics/2023-07/09/c_1129740572.htm ,,,,,2,40487855,40487855,,1,,黄河调水调沙期间生态补水见闻：可喜的绿色<em>变迁</em>,http://sc.people.com.cn/n2/2023/0710/c345460-40487855.html,新华网
,#综合报道#,"[""64387""]",本报电 （记者李红梅）中国气象局近日发布《中国气候变化蓝皮书（2023）》，从大气圈、水圈、冰冻圈、生物圈和气候变化驱动因子等方面集中呈现中国及全球气候变化的最新监测信息。蓝皮书显示，中国植被覆盖整体稳定增加，呈持续变绿趋势。 蓝皮书指出，2022年中国地表平均气温较常年值偏高0.92摄氏度。1961年至2022年，中国平均年降水量呈增加趋势，降水变化区域差异明显，青藏地区平均年降水量呈显著增多趋势，西南地区平均年降水量总体呈减少趋势。中国地表水资源量年际变化明显，青海湖水位连续18年回升。中国植被覆盖整体稳定增加，呈持续变绿趋势。2000年至2022年，中国年平均归一化植被指数（NDVI）呈显著上升趋势。  《 人民日报 》（ 2023年07月24日 18 版）,1690159502000,,彭晓玲,0,0,1000040042030,,1690159503000,,,,,,,,,http://paper.people.com.cn/rmrb/html/2023-07/24/nw.D110000renmrb_20230724_3-18.htm,,,,,1,40042030,40042030,,1,,《中国<em>气候</em>变化蓝皮书（2023）》发布,http://cpc.people.com.cn/n1/2023/0724/c64387-40042030.html,人民网－人民日报
人民日报海外版记者  严瑜,#国际#滚动新闻#其他#,"[""1002"",""157278"",""42408""]",为实现全球<em>气候</em>治理目标作贡献 　　哈桑·达贾表示，中国不仅重信守诺，把应对气候变化作为实现高质量发展的新机遇，而且积极参与气候变化国际谈判，为完善全球<em>气候</em>治理和应对气候变化提供中国智慧和力量。 　　11月15日，中美两国发表《关于加强合作应对<em>气候</em>危机的阳光之乡声明》。根据声明，中美两国致力于有效实施《巴黎协定》及其决定，包括格拉斯哥<em>气候</em>协议和沙姆沙伊赫实施计划。此外，两国决定启动“21世纪20年代强化<em>气候</em>行动工作组”，开展对话与合作，以加速21世纪20年代的具体<em>气候</em>行动。 　　对此，美国《纽约时报》网站报道称，这项声明的达成正值关键时刻。在COP28召开前夕，中美共同发表的这项声明给全球应对<em>气候</em>危机的行动注入新动能。英国《金融时报》网站也将此视作全球<em>气候</em>政策取得进展的一个迹象。 　　美国之音电台网站报道称，美国与中国决定启动“21世纪20年代强化<em>气候</em>行动工作组”并将加快两国可再生能源部署。这表明两国正在合力应对<em>气候</em>危机。,1701047838000,,崔译戈,1,0,1000040126494,http://paper.people.com.cn/rmrbhwb/images/1/20231127/1701024955459_1.jpg,1701047838000,,,,,,,,,http://paper.people.com.cn/rmrbhwb/html/2023-11/27/content_26028885.htm,,,,,1,40126494,40126494,,1,,应对<em>气候</em>变化，中国展现大国担当（国际论道）,http://world.people.com.cn/n1/2023/1127/c157278-40126494.html,人民网－人民日报海外版
,#内蒙古频道#本网专稿#刘艺琳#,"[""192247"",""196689"",""402239""]",人民网普洱7月6日电（刘艺琳）“团结的寨子、和谐的家庭，远方的客人到来……”悠扬的民歌回荡在山间。云南省普洱市宁洱哈尼族彝族自治县宁洱镇东南隅藏着一处“世外桃源”。 顺着蜿蜒的乡间公路，穿过碧绿的茶山和田野就来到了宁洱镇温泉村。2014年，温泉村被县委政府授予“民族团结示范村”和“生态有机示范村”称号。温泉村内居住着哈尼族、彝族、白族、回族等多个民族。据了解，村“两委”广泛开展民族团结进步宣传系列活动。2015年以来，村“两委”以举办哈尼“红蛋节”系列活动为契机，将各民族同胞紧密团结在一起，同进步共发展。 过去的温泉村贫穷闭塞。如今，通过政府投资、村民共建，温泉村激发产业活力，形成以种植、养殖为主的规模化生态农业，以集民族文化体验、民俗文化感受、生态文化观光为一体的乡村旅游新兴产业，人均可支配收入达万元以上。,1657070773000,,刘泽,1,0,2000040025949,http://nm.people.com.cn/NMediaFile/2022/0706/LOCAL1657070826297BJXYR3VEA1.jpg,1657070773000,,,,,,,,,,,,,,2,40025949,40025949,,1,,一捧“红蛋”看<em>变迁</em>,http://nm.people.com.cn/n2/2022/0706/c196689-40025949.html,人民网－内蒙古频道
,#江西#高清图库#教育#,"[""186330"",""190280"",""355213""]",寒假期间，峡江县许多中小学生走进“村史馆”，通过参观生活老物件、农用老器具、老式家具等，让孩子们感受家乡发展<em>变迁</em>，感恩幸福生活。（陈福平摄影报道）,1672887459000,,邱烨,1,0,2000040255113,http://jx.people.com.cn/NMediaFile/2023/0105/LOCAL1672887508330GGYJGYUDOE.jpg,1672887460000,,,,,,,,,,,,,,2,40255113,40255113,,1,,江西峡江：村史馆里感受<em>变迁</em>,http://jx.people.com.cn/n2/2023/0105/c186330-40255113.html,人民网－江西频道
本报记者  刘仲华,#国际#,"[""1002""]",　　2023年维也纳国际能源与<em>气候</em>论坛近日在奥地利首都维也纳闭幕。我们需要的是新的‘绿色协议’和更多投资，发达国家需要履行其<em>气候</em>承诺”。　　维也纳<em>气候</em>与创新署官员康斯坦丁·盖革向记者介绍，维也纳市计划于2040年前逐步淘汰化石燃料，全部采用清洁能源。目前，该市政府正在推动住宅、办公楼等建筑安装光伏发电设备。论坛期间，全球能源互联网发展合作组织还与世界气象组织、华为公司共同举办了“面向可持续未来的能源<em>气候</em>发展”主题边会，为能源、气象等领域专家搭建合作平台，展示先进技术和可持续解决方案，激发与会者未来合作与创新国际应用系统分析研究所能源领域高级研究员巴斯·范·瑞文认为，中国作为该研究所成员，积极参与多个涉及<em>气候</em>问题的研究项目。　　“中国政府制定了应对气候变化的长期战略并坚决执行，其<em>气候</em>目标一定会实现。”,1699221282000,,袁勃,0,0,1000040110773,,1699221282000,,,,,,,,,http://paper.people.com.cn/rmrb/html/2023-11/06/nw.D110000renmrb_20231106_1-17.htm,,, 2023年维也纳国际能源与气候论坛闭幕，与会嘉宾呼吁—— ,,1,40110773,40110773,,1,,共促能源转型 应对<em>气候</em>挑战（国际视点）,http://world.people.com.cn/n1/2023/1106/c1002-40110773.html,人民网－人民日报
,#文化·旅游#,"[""183357""]",这片土地上的百年<em>变迁</em>给了他写作的力量，小说的每一句话都只有在这片土地上才能生长出来。,1675304778000,,焦隆,0,0,2000040286372,,1675304778000,,,,,,,,,http://paper.people.com.cn/rmrbhwb/html/2023-02/02/content_25962710.htm ,,,,,2,40286372,40286372,,1,,《坪上村传》：描摹一个村庄的时代<em>变迁</em>,http://gs.people.com.cn/n2/2023/0202/c183357-40286372.html,人民网－人民日报海外版
,#产业经济#,"[""189150""]",人民网太原9月8日电（记者麻潞）9月6日，在2023年太原能源低碳发展论坛<em>气候</em>投融资平行论坛上，山西中部城市群<em>气候</em>投融资联盟正式成立，揭开了中部城市群合作的崭新一页，也为太原发挥中心辐射作用、推动山西中部城市群高质量发展提供了创新平台太原市依托省会城市金融资源集聚优势，发起成立山西中部城市群<em>气候</em>投融资联盟，并得到忻州、阳泉、晋中、吕梁四市的积极回应和大力支持。联盟成立后，山西中部五市将共同推进建设辐射全省的<em>气候</em>投融资服务体系，推动<em>气候</em>投融资领域的政策协同、产品创新、场景开拓、项目库建设和研究平台打造，相互学习借鉴、相互支持协助，共同探索创新、共同开放合作，为<em>气候</em>投融资发展提供一份创新样本在场景应用开拓上，基于各市减缓和适应气候变化的实际需求，将充分挖掘能源、工业、建筑、交通、农业、居民生活等领域<em>气候</em>投融资需求，丰富<em>气候</em>投融资应用场景，开拓<em>气候</em>投融资实践路径。同时，五市还将共建项目库，筛选各市符合<em>气候</em>投融资标准的重大项目，建立项目动态报送评估和常态化产融对接机制，推动<em>气候</em>友好型重大项目落地见效、<em>气候</em>友好型企业可持续发展。,1694135098000,,麻潞,0,0,2000040562562,,1694135099000,,,,,,,,,,,,,,2,40562562,40562562,,1,,山西中部城市群<em>气候</em>投融资联盟成立,http://sx.people.com.cn/n2/2023/0908/c189150-40562562.html,人民网－山西频道
余颖子,#时政视频#中央领导人报道集#韩正#,"[""61600"",""141029"",""415024""]",,1689774852000,,余颖子,1,1,1000040039344,http://v.people.cn/NMediaFile/videotempdir/202307/19/LOCALVIDEO20230719220650F1903552942.jpg,1689775610000,,,,,,,,,null,,,,,1,40039344,40039344,,1,,韩正会见美国总统<em>气候</em>问题特使,http://v.people.cn/n1/2023/0719/c141029-40039344.html,央视网
,#经济·科技#,"[""1004""]",氢既是一种多用途能源，在能源转型和<em>气候</em>保护方面至关重要；同时也是储存和运输可再生能源最有效的方式之一，宝马在利用这种极具潜力的技术来加速移动出行转型。,1694050595000,,董童,0,0,1000040072548,,1694050596000,,,,,,,,,,,,,,1,40072548,40072548,,1,,宝马集团：应对<em>气候</em>变化需要多路径并进,http://finance.people.com.cn/n1/2023/0907/c1004-40072548.html,人民网
本报记者  牛瑞飞,#国际#,"[""1002""]",　　近年来，欧洲<em>气候</em>科技行业快速发展。最新统计数据显示，2022年，欧洲<em>气候</em>科技领域的风险投资额达到183亿美元，在欧洲初创企业投资总额中占近两成。　　欧洲<em>气候</em>科技行业的主营业务包括开发可再生能源和替代材料、发展清洁工业、实施碳捕集项目、开展作物保护、开发农药替代品、推出<em>气候</em>保险等。　　欧洲<em>气候</em>科技专项基金“2150”的联合创始人雅克表示，欧洲<em>气候</em>科技领域具备一定投资吸引力，在工业监管、研发等环节具有较强竞争力，市场前景可观。　　,1689717227000,,赵欣悦,0,0,1000040038549,,1689717227000,,,,,,,,,http://paper.people.com.cn/rmrb/html/2023-07/19/nw.D110000renmrb_20230719_6-15.htm,,,,,1,40038549,40038549,,1,,欧洲加大<em>气候</em>科技领域投资,http://world.people.com.cn/n1/2023/0719/c1002-40038549.html,人民网－人民日报
,#港澳#本网原创#港澳新闻滚动#香港生活#冯学知#,"[""42272"",""153024"",""230533"",""150016"",""448782""]",香港特区政府环境及生态局局长谢展寰在当日的开幕典礼致辞时表示，中国在冰川变化、<em>气候</em>记录、海洋生态系统，以至气象观测领域，都担当重要角色。,1710811369000,,贾文婷,0,0,1000040198552,,1710811369000,,,,,,,,,,,,,,1,40198552,40198552,,1,,配合“雪龙2”号访港 香港举办“极地科研与<em>气候</em>变化”展览,http://hm.people.com.cn/n1/2024/0319/c42272-40198552.html,人民网-港澳频道
余颖子,#时政视频#中央领导人报道集#李强#,"[""61600"",""141029"",""448534""]",,1689686034000,,余颖子,1,1,1000040038469,http://v.people.cn/NMediaFile/videotempdir/202307/18/LOCALVIDEO20230718212539F3598664982.jpg,1689686740000,,,,,,,,,null,,,,,1,40038469,40038469,,1,,李强会见美国总统<em>气候</em>问题特使,http://v.people.cn/n1/2023/0718/c141029-40038469.html,央视网
,#贵州频道#地方网群#采编人员信息统计#罗甸视窗#乡村振兴#频道稿件编辑统计查询#潘佳倩#,"[""192245"",""200190"",""341007"",""403285"",""403286"",""341009"",""401070""]",罗甸的冬天阳光充足、天气晴好，得益于独特的<em>气候</em>资源优势。<em>气候</em>上的优势，让罗甸具备了优越的康养条件。罗甸县养老康复服务中心是由罗甸县委、县政府通过招商引资引进贵阳云泽康养老服务有限公司运营，采取“公建民营”的方式，依托得天独厚、贵州独有的暖冬<em>气候</em>而打造的康养基地。近年来，罗甸立足暖冬<em>气候</em>，依托“中国长寿之乡”招牌，做优“旅游+康养”，推出“阳光+天然温室”，大力丰富县内吃、住、养、游、乐、购等旅游业态，打造山环水绕、宜居宜游的“康养湖城”，先后获评“中国<em>气候</em>宜居城市,1703057025000,,潘佳倩,1,0,2000040685556,http://gz.people.com.cn/NMediaFile/2023/1220/LOCAL1703057105634MSLPAMGSW5.jpg,1703057026000,,,,,,,,,,,,,,2,40685556,40685556,,1,,罗甸：利用暖冬<em>气候</em>优势 打造“康养旅居目的地”,http://gz.people.com.cn/n2/2023/1220/c403286-40685556.html,
,#深圳频道#要闻#生态#快讯#,"[""202846"",""235382"",""347983"",""351635""]",深圳是一座位于中国南部的海滨城市，具有典型的<em>气候</em>脆弱区特征，面临着较大的资源环境压力和多种自然灾害的威胁。,1701908570000,,李语,0,0,2000040668943,,1701908571000,,,,,,,,,http://sztqb.sznews.com/PC/content/202312/07/content_3152452.html ,,,,,2,40668943,40668943,,1,,深圳向世界分享超大城市适应<em>气候</em>变化经验,http://sz.people.com.cn/n2/2023/1207/c202846-40668943.html,深圳特区报
,#四川频道#时政#,"[""345167"",""345460""]",刘友宾表示，我国正处于工业化和城镇化快速发展的历史阶段，以防范<em>气候</em>风险为目标建设气候适应型城市，可以最大限度降低气候变化不利影响和风险，提高城市适应气候变化能力，对保障城市安全运行、提高城市竞争力和可持续发展潜力具有重要意义据悉，试点申报城市应根据实际情况，结合完善城市适应气候变化治理体系、强化城市气候变化影响和风险评估、加强城市适应气候变化能力建设、加强极端天气<em>气候</em>事件风险监测预警和应急管理、优化城市适应气候变化空间布局、提升城市基础设施<em>气候</em>韧性、推进城市气候变化健康适应行动等重点任务，合理选择确定本地试点建设目标，积极探索气候适应型城市建设路径和模式，有效提升城市适应气候变化能力。,1695779408000,,罗昱,0,0,2000040587202,,1695779409000,,,,,,,,,http://zqb.cyol.com/html/2023-09/27/nw.D110000zgqnb_20230927_3-07.htm ,,,生态环境部：,,2,40587202,40587202,,1,,在全国遴选一批<em>气候</em>适应型试点城市,http://sc.people.com.cn/n2/2023/0927/c345460-40587202.html,中国青年报
本报记者  尚凯元,#科普中国#,"[""404214""]",拉赫尔·帕特拉索摄（新华社发）     　　当前，为应对日益严峻的气候变化，<em>气候</em>科技领域创新举措不断涌现。针对<em>气候</em>问题提供解决方案的初创企业在多国蓬勃兴起，并受到风投资金青睐。近年来，<em>气候</em>科技初创企业呈蓬勃发展势头。根据普华永道发布的《2022年<em>气候</em>技术状况》报告，2022年全球<em>气候</em>科技融资占当年风险投资总额的1/4以上，较2018年初增加近30%，每季度投资在150亿至200亿美元之间。自2018年初以来，全球<em>气候</em>科技筹集的资金总额约为2600亿美元。 　　<em>气候</em>科技初创企业的发展势头，顺应了当前全球经济低碳转型的浪潮和需求。多个行业展现绿色发展潜力 　　当前，全球<em>气候</em>科技初创企业分布于多个行业。,1693872126000,,邢郑,1,0,1000040070610,http://paper.people.com.cn/rmrbhwb/images/1/20230905/1693852630275_1.jpg,1693872127000,,,,,,,,,http://paper.people.com.cn/rmrbhwb/html/2023-09/05/content_26015122.htm,,,,,1,40070610,40070610,,1,,全球<em>气候</em>科技初创企业加快发展,http://kpzg.people.com.cn/n1/2023/0905/c404214-40070610.html,人民网－人民日报海外版
本报记者  刘  毅,#湖北频道#新闻中心#,"[""192237"",""194063""]",近年来，我国应对气候变化取得积极进展，同时促进经济社会发展全面绿色转型，在推进全球<em>气候</em>治理进程中作出贡献。　　　　生态环境部应对气候变化司司长夏应显介绍：“2015年达成的《巴黎协定》，是全球<em>气候</em>治理进程的重要里程碑。“同时，中国积极参与<em>气候</em>多边进程，深入开展气候变化南南合作，推动构建公平合理、合作共赢的全球<em>气候</em>治理体系。”夏应显表示，2017年，中国、欧盟和加拿大联合建立了主要国家加强<em>气候</em>行动的部长级会议机制，发挥重要推动作用。今年9月，生态环境部部长黄润秋在首届非洲<em>气候</em>峰会上宣布实施“非洲光带”项目，将利用中国光伏产业优势，帮助非洲5万户无电贫困家庭解决用电照明问题。,1698883772000,,郭婷婷,0,0,2000040625399,,1698883773000,,,,,,,,,http://paper.people.com.cn/rmrb/html/2023-11/02/nw.D110000renmrb_20231102_1-13.htm,,, 《中国应对气候变化的政策与行动2023年度报告》发布 ,,2,40625399,40625399,,1,,我国应对<em>气候</em>变化取得积极进展（美丽中国）,http://hb.people.com.cn/n2/2023/1102/c192237-40625399.html,人民网－《人民日报》
,#科普中国#人民运营一部#精彩视频#,"[""404214"",""432795"",""445570""]",青藏高原的<em>气候</em>之变影响深远，是我国乃至全球气候系统的“稳定器”，是全球气候变化的“风向标”。其水流所及之地人口众多、物产丰饶，让我们一起走近“世界屋脊”，探寻那些影响全球的<em>气候</em>之变。,1693271877000,,邢郑,1,1,1000040065985,http://v.people.cn/NMediaFile/2023/0829/MAIN16932732706774BWRYOHOG2.png,1693272386000,,,,,,,,,null,,,,,1,40065985,40065985,,1,,穿越青藏高原 探寻<em>气候</em>之变,http://v.people.cn/n1/2023/0829/c432795-40065985.html,人民网-科普中国
,#国际#滚动新闻#美洲#,"[""1002"",""157278"",""42355""]",　　新华社北京10月13日电 题：增进了解有助于改善中美关系大气候　　新华社记者谢彬彬　　美国国会参议院多数党领袖舒默近日率领国会参议院两党代表团访华，先后访问了上海、北京。用他自己的话说，在访问中受到中方热情接待，感受到了中国发展的活力和潜力。就目前的中美关系而言，这种来往、对话和交流有助于增进相互了解，为中美关系稳下来、好起来注入积极因素。　　多走走，多看看，才能了解一个真实的中国。在舒默率领的代表团访华前，中方就表示，希望此访能增进对中国的客观了解，为中美关系发展注入积极因素。在访问中，中方表示，希望议员们更准确了解中国，更客观看待中国，也更理性管控双方存在分歧，为中美关系重回健康发展轨道发挥建设性作用。中方还表示，欢迎更多美国国会议员访华，更好地理解中国的过去、现在和未来。对于中美双方的互动交往，中方始终保持真诚的开放态度。不论是美国政府官员，还是国会议员，亦或是民间人士，来中国实地感受中国的历史文化，亲眼看看中国现在的发展状况，切身感受中国的发展道路，将有助于形成正确的对华认知。只有彼此了解，人与人才能正确相处，中美亦是如此。　　多对话，多交流，有助于积累共识减少误读误判。在此次访问中，中国领导人和多位高级官员会见了舒默率领的代表团，会谈内容涉及多个领域。舒默也表示美方愿同中方本着开放坦诚、相互尊重的精神加强对话沟通，并认为双方的对话十分有益，希望继续下去。中美关系是世界上最重要的双边关系。中美双方近期进行了一系列重要对话交流，得到了两国各界和国际社会普遍欢迎。双方坦诚交换意见，表达各自关切，有助于准确了解彼此的战略意图和底线所在，减少发生误判和误解的可能性，积累共识，这也是推动中美关系稳下来、好起来的重要且必要的一步。美国智库史汀生中心中国项目主任孙韵认为，国会议员的一次访问不能解决所有问题，但至少会改善气氛。　　不论是访问互动，还是对话交流，都是双方相向而行的积极举动，是落实中美两国元首巴厘岛会晤重要共识的具体行动。去年11月，习近平主席同拜登总统在巴厘岛成功会晤，达成一系列重要共识，为中美关系指明了方向。习近平主席提出的相互尊重、和平共处、合作共赢三原则，是中美关系50年风雨历程的真实写照，也是新时代大国相处的正确之道。双方应该以此作为共同坚持的精神、共同守住的底线、共同追求的目标。近期，中美关系出现了一些止跌企稳的积极迹象，两国加强对话合作取得了一些积极进展。中美成立了经济工作组、金融工作组，两国商务部也建立了包括工商界在内的沟通渠道和出口管制信息交流机制；中国恢复赴美团队游……这些进展和成果来之不易，应该倍加珍惜。希望美方同中方相向而行，落实两国元首巴厘岛会晤重要共识，纠正错误对华认知，采取实际行动，创造有利条件，推动中美关系重回健康稳定轨道，惠及两国，造福世界。　　中美关系走到如今的地步“非一日之寒”，推动两国关系稳定和改善也“非一日之功”，需要积极地从一件件具体事情做起，不断积蓄相向而行的动力和势能，增进相互了解与互信就是非常必要且值得做的一件事。,1697194411000,,崔译戈,0,0,1000040094932,,1697194411000,,,,,,,,,http://www.news.cn/world/2023-10/13/c_1129914938.htm ,,,,,1,40094932,40094932,,1,,新华时评：增进了解有助于改善中美关系大<em>气候</em>,http://world.people.com.cn/n1/2023/1013/c1002-40094932.html,新华网
